Week,Week_Start,Day,Group,Status,Pre,Main_Workout,Post,Miles,Groups,Notes
5,2026-06-22,Mon,Gold,,Foot Drills; Dynamics; Buildups,7mi easy,Strides; Mobility/Strength A,7.0,,
5,2026-06-22,Mon,Green,,Foot Drills; Dynamics; Buildups,5mi easy,Strides; Mobility/Strength A,5.0,,
5,2026-06-22,Mon,White,,Foot Drills; Dynamics; Buildups,3.5mi easy,Strides; Mobility/Strength A,3.5,,
5,2026-06-22,Mon,Blue,,Foot Drills; Dynamics; Buildups,2mi easy,Strides; Mobility/Strength A,2.0,,
5,2026-06-22,Tue,Gold,,Awesomizer; Lunge Matrix,5mi easy,Mobility A; Strength B,5.0,,
5,2026-06-22,Tue,Green,,Awesomizer; Lunge Matrix,5mi easy,Mobility A; Strength B,5.0,,
5,2026-06-22,Tue,White,,Awesomizer; Lunge Matrix,5mi easy,Mobility A; Strength B,5.0,,
5,2026-06-22,Tue,Blue,,Awesomizer; Lunge Matrix,5mi easy,Mobility A; Strength B,5.0,,
5,2026-06-22,Wed,Gold,,Awesomizer; Lunge Matrix,7mi easy,Strides; Mobility A; 24s,7.0,,
5,2026-06-22,Wed,Green,,Awesomizer; Lunge Matrix,5mi easy,Strides; Mobility A; 24s,5.0,,
5,2026-06-22,Wed,White,,Awesomizer; Lunge Matrix,3.5mi easy,Strides; Mobility A; 24s,3.5,,
5,2026-06-22,Wed,Blue,,Awesomizer; Lunge Matrix,2mi easy,Strides; Mobility A; 24s,2.0,,
5,2026-06-22,Thu,Gold,,WU; Dynamics; stride progression,7mi easy,Strides; Mobility/Strength A,7.0,,
5,2026-06-22,Thu,Green,,WU; Dynamics; stride progression,5mi easy,Strides; Mobility/Strength A,5.0,,
5,2026-06-22,Thu,White,,WU; Dynamics; stride progression,3.5mi easy,Strides; Mobility/Strength A,3.5,,
5,2026-06-22,Thu,Blue,,WU; Dynamics; stride progression,2mi easy,Strides; Mobility/Strength A,2.0,,
5,2026-06-22,Fri,Gold,,Awesomizer; Foot Drills; Lunge Matrix,7mi easy,6xWickets; Post Race; 24s,7.0,,
5,2026-06-22,Fri,Green,,Awesomizer; Foot Drills; Lunge Matrix,5mi easy,6xWickets; Post Race; 24s,5.0,,
5,2026-06-22,Fri,White,,Awesomizer; Foot Drills; Lunge Matrix,3.5mi easy,6xWickets; Post Race; 24s,3.5,,
5,2026-06-22,Fri,Blue,,Awesomizer; Foot Drills; Lunge Matrix,2mi easy,6xWickets; Post Race; 24s,2.0,,
5,2026-06-22,Sat,Gold,,Awesomizer; Lunge Matrix,Long Run 11mi,Strides; Mobility A; 24s,11.0,,
5,2026-06-22,Sat,Green,,Awesomizer; Lunge Matrix,Long Run 8.5mi,Strides; Mobility A; 24s,8.5,,
5,2026-06-22,Sat,White,,Awesomizer; Lunge Matrix,Long Run 6.5mi,Strides; Mobility A; 24s,6.5,,
5,2026-06-22,Sat,Blue,,Awesomizer; Lunge Matrix,Long Run 3.5mi,Strides; Mobility A; 24s,3.5,,
5,2026-06-22,Sun,Gold,,Foot Drills; Mobility A/B,REST,Strength,0.0,,
5,2026-06-22,Sun,Green,,Foot Drills; Mobility A/B,REST,Strength,0.0,,
5,2026-06-22,Sun,White,,Foot Drills; Mobility A/B,REST,Strength,0.0,,
5,2026-06-22,Sun,Blue,,Foot Drills; Mobility A/B,REST,Strength,0.0,,
