Week,Day,Group,Status,Pre,Main_Workout,Post,Miles,Groups,Notes
41,Mon,Gold,JV,"Foot Drills, Dynamics",2x200@mile (200j) +12x400@5k (200j) + 2x200@800 (60s),Strides; Mobility/Strength A,5.5,athlete_groups.html,
41,Mon,Gold,Varsity,"Foot Drills, Dynamics",3x[600@3k (2:00) + 400@mile (2:00) + 200@800 (1:00)],Strides; Mobility/Strength A,5.5,athlete_groups.html,
41,Mon,Green,JV,"Foot Drills, Dynamics",2x200@mile (200j) +12x400@5k (200j) + 2x200@800 (60s),Strides; Mobility/Strength A,5.0,athlete_groups.html,
41,Mon,Green,Varsity,"Foot Drills, Dynamics",3x[600@3k (2:00) + 400@mile (2:00) + 200@800 (1:00)],Strides; Mobility/Strength A,5.0,athlete_groups.html,
41,Mon,White,JV,"Foot Drills, Dynamics",2x200@mile (200j) +12x400@5k (200j) + 2x200@800 (60s),Strides; Mobility/Strength A,5.0,athlete_groups.html,
41,Mon,White,Varsity,"Foot Drills, Dynamics",3x[600@3k (2:00) + 400@mile (2:00) + 200@800 (1:00)],Strides; Mobility/Strength A,5.0,athlete_groups.html,
41,Mon,Freshman,JV,"Foot Drills, Dynamics",2x200@mile (200j) +12x400@5k (200j) + 2x200@800 (60s),Strides; Mobility/Strength A,4.0,athlete_groups.html,
41,Mon,Freshman,Varsity,"Foot Drills, Dynamics",3x[600@3k (2:00) + 400@mile (2:00) + 200@800 (1:00)],Strides; Mobility/Strength A,4.0,athlete_groups.html,
41,Tue,Gold,,"Foot Drills, Dynamics",5mi easy,Strides; Mobility/Strength A,5.0,,
41,Tue,Green,,"Foot Drills, Dynamics",4.5mi easy,Strides; Mobility/Strength A,4.5,,
41,Tue,White,,"Foot Drills, Dynamics",4.5mi easy,Strides; Mobility/Strength A,4.5,,
41,Tue,Freshman,,"Foot Drills, Dynamics",4mi easy,Strides; Mobility/Strength A,4.0,,
41,Wed,Gold,JV,"Awesomizer, Lunge Matrix",2x200@mile (200j) + 10x300@mile (200j) + 4x200@800 (60s),"Strides; Mobilty A, 18s",5.5,athlete_groups.html,
41,Wed,Gold,Varsity,Race Day WU,Race,Post Race,4.0,athlete_groups.html,
41,Wed,Green,JV,"Awesomizer, Lunge Matrix",2x200@mile (200j) + 10x300@mile (200j) + 4x200@800 (60s),"Strides; Mobilty A, 18s",5.0,athlete_groups.html,
41,Wed,Green,Varsity,Race Day WU,Race,Post Race,4.0,athlete_groups.html,
41,Wed,White,JV,"Awesomizer, Lunge Matrix",2x200@mile (200j) + 10x300@mile (200j) + 4x200@800 (60s),"Strides; Mobilty A, 18s",5.0,athlete_groups.html,
41,Wed,White,Varsity,Race Day WU,Race,Post Race,3.0,athlete_groups.html,
41,Wed,Freshman,JV,"Awesomizer, Lunge Matrix",2x200@mile (200j) + 10x300@mile (200j) + 4x200@800 (60s),"Strides; Mobilty A, 18s",4.0,athlete_groups.html,
41,Wed,Freshman,Varsity,Race Day WU,Race,Post Race,3.0,athlete_groups.html,
41,Thu,Gold,,"Foot Drills, Dynamics",5mi easy,Strides; Mobility/Strength A,5.0,,
41,Thu,Green,,"Foot Drills, Dynamics",4.5mi easy,Strides; Mobility/Strength A,4.5,,
41,Thu,White,,"Foot Drills, Dynamics",4.5mi easy,Strides; Mobility/Strength A,4.5,,
41,Thu,Freshman,,"Foot Drills, Dynamics",4mi easy,Strides; Mobility/Strength A,4.0,,
41,Fri,Gold,,"Foot Drills, Awesomizer",5mi easy,Post Race,5.0,,
41,Fri,Green,,"Foot Drills, Awesomizer",4.5mi easy,Post Race,4.5,,
41,Fri,White,,"Foot Drills, Awesomizer",4.5mi easy,Post Race,4.5,,
41,Fri,Freshman,,"Foot Drills, Awesomizer",4mi easy,Post Race,4.0,,
41,Sat,Gold,,"Foot Drills, Dynamics",2x200@mile (200j) + 12x200@800 (60s),Strides; Mobility/Strength A,5.5,,
41,Sat,Green,,"Foot Drills, Dynamics",2x200@mile (200j) + 12x200@800 (60s),Strides; Mobility/Strength A,5.0,,
41,Sat,White,,"Foot Drills, Dynamics",2x200@mile (200j) + 12x200@800 (60s),Strides; Mobility/Strength A,5.0,,
41,Sat,Freshman,,"Foot Drills, Dynamics",2x200@mile (200j) + 12x200@800 (60s),Strides; Mobility/Strength A,4.0,,
41,Sun,Gold,,"Foot Drills, Mobility A/B",REST,Strength,0.0,,
41,Sun,Green,,"Foot Drills, Mobility A/B",REST,Strength,0.0,,
41,Sun,White,,"Foot Drills, Mobility A/B",REST,Strength,0.0,,
41,Sun,Freshman,,"Foot Drills, Mobility A/B",REST,Strength,0.0,,
