Week,Week_Start,Day,Group,Status,Pre,Main_Workout,Post,Miles,Groups,Notes
21,2026-10-12,Tue,Gold,,WU; Dynamics; stride progression,12x400m@R (200j),Strides; Mobility/Strength A,7.0,athlete_groups.html,Significant volume reduction for all groups to optimize freshness for HOKA 2 Mil
21,2026-10-12,Tue,Green,,WU; Dynamics; stride progression,10x400m@R (200j),Strides; Mobility/Strength A,6.0,athlete_groups.html,
21,2026-10-12,Tue,White,,WU; Dynamics; stride progression,8x400m@R (200j),Strides; Mobility/Strength A,5.5,athlete_groups.html,
21,2026-10-12,Tue,Blue,,WU; Dynamics; stride progression,6x400m@R (200j),Strides; Mobility/Strength A,4.5,athlete_groups.html,
21,2026-10-12,Wed,Gold,,Awesomizer; Lunge Matrix,6mi easy,Strides; Mobility A; 24s,6.0,,
21,2026-10-12,Wed,Green,,Awesomizer; Lunge Matrix,6mi easy,Strides; Mobility A; 24s,6.0,,
21,2026-10-12,Wed,White,,Awesomizer; Lunge Matrix,4mi easy,Strides; Mobility A; 24s,4.0,,
21,2026-10-12,Wed,Blue,,Awesomizer; Lunge Matrix,3.5mi easy,Strides; Mobility A; 24s,3.5,,
21,2026-10-12,Thu,Gold,,WU; Dynamics; stride progression,4x1600m@I (2:30),Strides; Mobility/Strength A,6.5,athlete_groups.html,
21,2026-10-12,Thu,Green,,WU; Dynamics; stride progression,3x1600m@I (2:30),Strides; Mobility/Strength A,5.5,athlete_groups.html,
21,2026-10-12,Thu,White,,WU; Dynamics; stride progression,2x1600m@I (2:30),Strides; Mobility/Strength A,4.5,athlete_groups.html,
21,2026-10-12,Thu,Blue,,WU; Dynamics; stride progression,2x1600m@I (2:30),Strides; Mobility/Strength A,4.5,athlete_groups.html,
21,2026-10-12,Fri,Gold,,Awesomizer; Foot Drills; Lunge Matrix,6mi easy,6xWickets; Post Race; 24s,6.0,,
21,2026-10-12,Fri,Green,,Awesomizer; Foot Drills; Lunge Matrix,6mi easy,6xWickets; Post Race; 24s,6.0,,
21,2026-10-12,Fri,White,,Awesomizer; Foot Drills; Lunge Matrix,4mi easy,6xWickets; Post Race; 24s,4.0,,
21,2026-10-12,Fri,Blue,,Awesomizer; Foot Drills; Lunge Matrix,3.5mi easy,6xWickets; Post Race; 24s,3.5,,
21,2026-10-12,Sat,Gold,,Awesomizer; Lunge Matrix,Long Run 9mi,Strides; Mobility A; 24s,9.0,,
21,2026-10-12,Sat,Green,,Awesomizer; Lunge Matrix,Long Run 8mi,Strides; Mobility A; 24s,8.0,,
21,2026-10-12,Sat,White,,Awesomizer; Lunge Matrix,Long Run 6mi,Strides; Mobility A; 24s,6.0,,
21,2026-10-12,Sat,Blue,,Awesomizer; Lunge Matrix,Long Run 5mi,Strides; Mobility A; 24s,5.0,,
21,2026-10-12,Sun,Gold,,Foot Drills; Mobility A/B,REST,Strength,0.0,,
21,2026-10-12,Sun,Green,,Foot Drills; Mobility A/B,REST,Strength,0.0,,
21,2026-10-12,Sun,White,,Foot Drills; Mobility A/B,REST,Strength,0.0,,
21,2026-10-12,Sun,Blue,,Foot Drills; Mobility A/B,REST,Strength,0.0,,
