Week,Week_Start,Day,Group,Status,Pre,Main_Workout,Post,Miles,Groups,Notes
15,2026-08-31,Mon,Gold,,Foot Drills; Mobility A/B,REST,Strength,0.0,athlete_groups.html,Peak training weeks develop mental resilience needed for championship racing. At
15,2026-08-31,Mon,Green,,Foot Drills; Mobility A/B,REST,Strength,0.0,athlete_groups.html,
15,2026-08-31,Mon,White,,Foot Drills; Mobility A/B,REST,Strength,0.0,athlete_groups.html,
15,2026-08-31,Mon,Blue,,Foot Drills; Mobility A/B,REST,Strength,0.0,athlete_groups.html,
15,2026-08-31,Tue,Gold,,WU; Dynamics; stride progression,7x800m@I (2:30),Strides; Mobility/Strength A,6.0,athlete_groups.html,
15,2026-08-31,Tue,Green,,WU; Dynamics; stride progression,6x800m@I (2:30),Strides; Mobility/Strength A,5.5,athlete_groups.html,
15,2026-08-31,Tue,White,,WU; Dynamics; stride progression,5x800m@I (2:30),Strides; Mobility/Strength A,5.0,athlete_groups.html,
15,2026-08-31,Tue,Blue,,WU; Dynamics; stride progression,4x800m@I (2:30),Strides; Mobility/Strength A,4.5,athlete_groups.html,
15,2026-08-31,Wed,Gold,JV,Race Day WU,Race,Post Race,5.5,,
15,2026-08-31,Wed,Gold,Varsity,Awesomizer; Lunge Matrix,9mi easy,Strides; Mobility A; 24s,9.0,,
15,2026-08-31,Wed,Green,JV,Race Day WU,Race,Post Race,5.5,,
15,2026-08-31,Wed,Green,Varsity,Awesomizer; Lunge Matrix,7.5mi easy,Strides; Mobility A; 24s,7.5,,
15,2026-08-31,Wed,White,JV,Race Day WU,Race,Post Race,5.0,,
15,2026-08-31,Wed,White,Varsity,Awesomizer; Lunge Matrix,5.5mi easy,Strides; Mobility A; 24s,5.5,,
15,2026-08-31,Wed,Blue,JV,Race Day WU,Race,Post Race,5.0,,
15,2026-08-31,Wed,Blue,Varsity,Awesomizer; Lunge Matrix,2.5mi easy,Strides; Mobility A; 24s,2.5,,
15,2026-08-31,Thu,Gold,,WU; Dynamics; stride progression,Tempo,Mobility/Strength B,7.0,athlete_groups.html,
15,2026-08-31,Thu,Green,,WU; Dynamics; stride progression,Tempo,Mobility/Strength B,6.5,athlete_groups.html,
15,2026-08-31,Thu,White,,WU; Dynamics; stride progression,Tempo,Mobility/Strength B,5.5,athlete_groups.html,
15,2026-08-31,Thu,Blue,,WU; Dynamics; stride progression,Tempo,Mobility/Strength B,5.0,athlete_groups.html,
15,2026-08-31,Fri,Gold,,Awesomizer; Lunge Matrix,Long Run 10mi,Strides; Mobility A; 24s,10.0,,
15,2026-08-31,Fri,Green,,Awesomizer; Lunge Matrix,Long Run 9mi,Strides; Mobility A; 24s,9.0,,
15,2026-08-31,Fri,White,,Awesomizer; Lunge Matrix,Long Run 7mi,Strides; Mobility A; 24s,7.0,,
15,2026-08-31,Fri,Blue,,Awesomizer; Lunge Matrix,Long Run 6mi,Strides; Mobility A; 24s,6.0,,
15,2026-08-31,Sat,Gold,,Race Day WU,Race,Post Race,5.5,,
15,2026-08-31,Sat,Green,,Race Day WU,Race,Post Race,5.5,,
15,2026-08-31,Sat,White,,Race Day WU,Race,Post Race,5.0,,
15,2026-08-31,Sat,Blue,,Race Day WU,Race,Post Race,5.0,,
15,2026-08-31,Sun,Gold,,Foot Drills; Mobility A/B,REST,Strength,0.0,,
15,2026-08-31,Sun,Green,,Foot Drills; Mobility A/B,REST,Strength,0.0,,
15,2026-08-31,Sun,White,,Foot Drills; Mobility A/B,REST,Strength,0.0,,
15,2026-08-31,Sun,Blue,,Foot Drills; Mobility A/B,REST,Strength,0.0,,
