Week,Week_Start,Day,Group,Status,Pre,Main_Workout,Post,Miles,Groups,Notes
10,2026-07-27,Mon,Gold,,Foot Drills; Dynamics; Buildups,9mi easy,Strides; Mobility/Strength A,9.0,,
10,2026-07-27,Mon,Green,,Foot Drills; Dynamics; Buildups,7.5mi easy,Strides; Mobility/Strength A,7.5,,
10,2026-07-27,Mon,White,,Foot Drills; Dynamics; Buildups,5mi easy,Strides; Mobility/Strength A,5.0,,
10,2026-07-27,Mon,Blue,,Foot Drills; Dynamics; Buildups,2mi easy,Strides; Mobility/Strength A,2.0,,
10,2026-07-27,Tue,Gold,,WU; Dynamics; stride progression,2mi@T - (2:00) - 1mi@T + 6x200m@R,Strides; Mobility/Strength A,6.0,athlete_groups.html,
10,2026-07-27,Tue,Green,,WU; Dynamics; stride progression,1mi@T - (2:00) - 1mi@T + 6x200m@R,Strides; Mobility/Strength A,5.0,athlete_groups.html,
10,2026-07-27,Tue,White,,WU; Dynamics; stride progression,1mi@T - (2:00) - 1mi@T + 4x200m@R,Strides; Mobility/Strength A,5.0,athlete_groups.html,
10,2026-07-27,Tue,Blue,,WU; Dynamics; stride progression,1mi@T - (2:00) - 1mi@T + 4x200m@R,Strides; Mobility/Strength A,5.0,athlete_groups.html,
10,2026-07-27,Wed,Gold,,Awesomizer; Lunge Matrix,9mi easy,Strides; Mobility A; 24s,9.0,,
10,2026-07-27,Wed,Green,,Awesomizer; Lunge Matrix,7.5mi easy,Strides; Mobility A; 24s,7.5,,
10,2026-07-27,Wed,White,,Awesomizer; Lunge Matrix,5mi easy,Strides; Mobility A; 24s,5.0,,
10,2026-07-27,Wed,Blue,,Awesomizer; Lunge Matrix,2mi easy,Strides; Mobility A; 24s,2.0,,
10,2026-07-27,Thu,Gold,,WU; Dynamics; stride progression,10min WU; Hills - 35min; 10min CD,Mobility/Strength B,7.5,athlete_groups.html,
10,2026-07-27,Thu,Green,,WU; Dynamics; stride progression,10min WU; Hills - 30min; 10min CD,Mobility/Strength B,7.0,athlete_groups.html,
10,2026-07-27,Thu,White,,WU; Dynamics; stride progression,10min WU; Hills - 25min; 10min CD,Mobility/Strength B,6.0,athlete_groups.html,
10,2026-07-27,Thu,Blue,,WU; Dynamics; stride progression,10min WU; Hills - 20min; 10min CD,Mobility/Strength B,5.0,athlete_groups.html,
10,2026-07-27,Fri,Gold,,Awesomizer; Foot Drills; Lunge Matrix,9mi easy,6xWickets; Post Race; 24s,9.0,,
10,2026-07-27,Fri,Green,,Awesomizer; Foot Drills; Lunge Matrix,7.5mi easy,6xWickets; Post Race; 24s,7.5,,
10,2026-07-27,Fri,White,,Awesomizer; Foot Drills; Lunge Matrix,5mi easy,6xWickets; Post Race; 24s,5.0,,
10,2026-07-27,Fri,Blue,,Awesomizer; Foot Drills; Lunge Matrix,2mi easy,6xWickets; Post Race; 24s,2.0,,
10,2026-07-27,Sat,Gold,,Awesomizer; Lunge Matrix,Long Run 13mi,Strides; Mobility A; 24s,13.0,,
10,2026-07-27,Sat,Green,,Awesomizer; Lunge Matrix,Long Run 11mi,Strides; Mobility A; 24s,11.0,,
10,2026-07-27,Sat,White,,Awesomizer; Lunge Matrix,Long Run 9mi,Strides; Mobility A; 24s,9.0,,
10,2026-07-27,Sat,Blue,,Awesomizer; Lunge Matrix,Long Run 5mi,Strides; Mobility A; 24s,5.0,,
10,2026-07-27,Sun,Gold,,Foot Drills; Mobility A/B,REST,Strength,0.0,,
10,2026-07-27,Sun,Green,,Foot Drills; Mobility A/B,REST,Strength,0.0,,
10,2026-07-27,Sun,White,,Foot Drills; Mobility A/B,REST,Strength,0.0,,
10,2026-07-27,Sun,Blue,,Foot Drills; Mobility A/B,REST,Strength,0.0,,
