Week,Week_Start,Day,Group,Status,Pre,Main_Workout,Post,Miles,Groups,Notes
3,2026-06-08,Mon,Gold,,Foot Drills; Dynamics; Buildups,5.5mi easy,Strides; Mobility/Strength A,5.5,,
3,2026-06-08,Mon,Green,,Foot Drills; Dynamics; Buildups,4mi easy,Strides; Mobility/Strength A,4.0,,
3,2026-06-08,Mon,White,,Foot Drills; Dynamics; Buildups,3mi easy,Strides; Mobility/Strength A,3.0,,
3,2026-06-08,Mon,Blue,,Foot Drills; Dynamics; Buildups,0mi easy,Strides; Mobility/Strength A,0.0,,
3,2026-06-08,Tue,Gold,,Awesomizer; Lunge Matrix,4.5mi easy,Mobility A; Strength B,4.5,,
3,2026-06-08,Tue,Green,,Awesomizer; Lunge Matrix,4.5mi easy,Mobility A; Strength B,4.5,,
3,2026-06-08,Tue,White,,Awesomizer; Lunge Matrix,4.5mi easy,Mobility A; Strength B,4.5,,
3,2026-06-08,Tue,Blue,,Awesomizer; Lunge Matrix,0mi easy,Mobility A; Strength B,0.0,,
3,2026-06-08,Wed,Gold,,Awesomizer; Lunge Matrix,5.5mi easy,Strides; Mobility A; 24s,5.5,,
3,2026-06-08,Wed,Green,,Awesomizer; Lunge Matrix,4mi easy,Strides; Mobility A; 24s,4.0,,
3,2026-06-08,Wed,White,,Awesomizer; Lunge Matrix,3mi easy,Strides; Mobility A; 24s,3.0,,
3,2026-06-08,Wed,Blue,,Awesomizer; Lunge Matrix,0mi easy,Strides; Mobility A; 24s,0.0,,
3,2026-06-08,Thu,Gold,,WU; Dynamics; stride progression,5.5mi easy,Strides; Mobility/Strength A,5.5,,
3,2026-06-08,Thu,Green,,WU; Dynamics; stride progression,4mi easy,Strides; Mobility/Strength A,4.0,,
3,2026-06-08,Thu,White,,WU; Dynamics; stride progression,3mi easy,Strides; Mobility/Strength A,3.0,,
3,2026-06-08,Thu,Blue,,WU; Dynamics; stride progression,0mi easy,Strides; Mobility/Strength A,0.0,,
3,2026-06-08,Fri,Gold,,Awesomizer; Foot Drills; Lunge Matrix,5.5mi easy,6xWickets; Post Race; 24s,5.5,,
3,2026-06-08,Fri,Green,,Awesomizer; Foot Drills; Lunge Matrix,4mi easy,6xWickets; Post Race; 24s,4.0,,
3,2026-06-08,Fri,White,,Awesomizer; Foot Drills; Lunge Matrix,3mi easy,6xWickets; Post Race; 24s,3.0,,
3,2026-06-08,Fri,Blue,,Awesomizer; Foot Drills; Lunge Matrix,0mi easy,6xWickets; Post Race; 24s,0.0,,
3,2026-06-08,Sat,Gold,,Awesomizer; Lunge Matrix,Long Run 9mi,Strides; Mobility A; 24s,9.0,,
3,2026-06-08,Sat,Green,,Awesomizer; Lunge Matrix,Long Run 7mi,Strides; Mobility A; 24s,7.0,,
3,2026-06-08,Sat,White,,Awesomizer; Lunge Matrix,Long Run 5.5mi,Strides; Mobility A; 24s,5.5,,
3,2026-06-08,Sat,Blue,,Awesomizer; Lunge Matrix,Long Run 0mi,Strides; Mobility A; 24s,0.0,,
3,2026-06-08,Sun,Gold,,Foot Drills; Mobility A/B,REST,Strength,0.0,,
3,2026-06-08,Sun,Green,,Foot Drills; Mobility A/B,REST,Strength,0.0,,
3,2026-06-08,Sun,White,,Foot Drills; Mobility A/B,REST,Strength,0.0,,
3,2026-06-08,Sun,Blue,,Foot Drills; Mobility A/B,REST,Strength,0.0,,
