Week,Week_Start,Day,Group,Status,Pre,Main_Workout,Post,Miles,Groups,Notes
14,2026-08-24,Mon,Gold,,Foot Drills; Dynamics; Buildups,6.5mi easy,Strides; Mobility/Strength A,6.5,,
14,2026-08-24,Mon,Green,,Foot Drills; Dynamics; Buildups,5.5mi easy,Strides; Mobility/Strength A,5.5,,
14,2026-08-24,Mon,White,,Foot Drills; Dynamics; Buildups,4.5mi easy,Strides; Mobility/Strength A,4.5,,
14,2026-08-24,Mon,Blue,,Foot Drills; Dynamics; Buildups,2.5mi easy,Strides; Mobility/Strength A,2.5,,
14,2026-08-24,Tue,Gold,,Race Day WU,Race,Post Race,5.5,athlete_groups.html,
14,2026-08-24,Tue,Green,,Race Day WU,Race,Post Race,5.5,athlete_groups.html,
14,2026-08-24,Tue,White,,Race Day WU,Race,Post Race,5.0,athlete_groups.html,
14,2026-08-24,Tue,Blue,,Race Day WU,Race,Post Race,5.0,athlete_groups.html,
14,2026-08-24,Wed,Gold,,Awesomizer; Lunge Matrix,6.5mi easy,Strides; Mobility A; 24s,6.5,,
14,2026-08-24,Wed,Green,,Awesomizer; Lunge Matrix,5.5mi easy,Strides; Mobility A; 24s,5.5,,
14,2026-08-24,Wed,White,,Awesomizer; Lunge Matrix,4.5mi easy,Strides; Mobility A; 24s,4.5,,
14,2026-08-24,Wed,Blue,,Awesomizer; Lunge Matrix,2.5mi easy,Strides; Mobility A; 24s,2.5,,
14,2026-08-24,Thu,Gold,,WU; Dynamics; stride progression,4x1mi@T (1:00) + 6x200m@R,Strides; Mobility/Strength A,7.0,athlete_groups.html,
14,2026-08-24,Thu,Green,,WU; Dynamics; stride progression,3x1mi@T (1:00) + 6x200m@R,Strides; Mobility/Strength A,6.0,athlete_groups.html,
14,2026-08-24,Thu,White,,WU; Dynamics; stride progression,2x1mi@T (1:00) + 4x200m@R,Strides; Mobility/Strength A,5.0,athlete_groups.html,
14,2026-08-24,Thu,Blue,,WU; Dynamics; stride progression,2x1mi@T (1:00) + 4x200m@R,Strides; Mobility/Strength A,5.0,athlete_groups.html,
14,2026-08-24,Fri,Gold,,Awesomizer; Foot Drills; Lunge Matrix,6.5mi easy,6xWickets; Post Race; 24s,6.5,,
14,2026-08-24,Fri,Green,,Awesomizer; Foot Drills; Lunge Matrix,5.5mi easy,6xWickets; Post Race; 24s,5.5,,
14,2026-08-24,Fri,White,,Awesomizer; Foot Drills; Lunge Matrix,4.5mi easy,6xWickets; Post Race; 24s,4.5,,
14,2026-08-24,Fri,Blue,,Awesomizer; Foot Drills; Lunge Matrix,2.5mi easy,6xWickets; Post Race; 24s,2.5,,
14,2026-08-24,Sat,Gold,,Awesomizer; Lunge Matrix,Long Run 10.5mi,Strides; Mobility A; 24s,10.5,,
14,2026-08-24,Sat,Green,,Awesomizer; Lunge Matrix,Long Run 9mi,Strides; Mobility A; 24s,9.0,,
14,2026-08-24,Sat,White,,Awesomizer; Lunge Matrix,Long Run 8mi,Strides; Mobility A; 24s,8.0,,
14,2026-08-24,Sat,Blue,,Awesomizer; Lunge Matrix,Long Run 6mi,Strides; Mobility A; 24s,6.0,,
14,2026-08-24,Sun,Gold,,Foot Drills; Mobility A/B,REST,Strength,0.0,,
14,2026-08-24,Sun,Green,,Foot Drills; Mobility A/B,REST,Strength,0.0,,
14,2026-08-24,Sun,White,,Foot Drills; Mobility A/B,REST,Strength,0.0,,
14,2026-08-24,Sun,Blue,,Foot Drills; Mobility A/B,REST,Strength,0.0,,
