Week,Week_Start,Day,Group,Status,Pre,Main_Workout,Post,Miles,Groups,Notes
11,2026-08-03,Mon,Gold,,Foot Drills; Dynamics; Buildups,6mi easy,Strides; Mobility/Strength A,6.0,,"After hitting peak summer volume in Week 10, this week purposefully reduces mile"
11,2026-08-03,Mon,Green,,Foot Drills; Dynamics; Buildups,5mi easy,Strides; Mobility/Strength A,5.0,,
11,2026-08-03,Mon,White,,Foot Drills; Dynamics; Buildups,4mi easy,Strides; Mobility/Strength A,4.0,,
11,2026-08-03,Mon,Blue,,Foot Drills; Dynamics; Buildups,2mi easy,Strides; Mobility/Strength A,2.0,,
11,2026-08-03,Tue,Gold,,WU; Dynamics; stride progression,10min WU; Fartlek 7x(2:00 on/3:00 off); 10min CD,Mobility/Strength B,7.0,athlete_groups.html,
11,2026-08-03,Tue,Green,,WU; Dynamics; stride progression,10min WU; Fartlek 7x(2:00 on/3:00 off); 10min CD,Mobility/Strength B,6.0,athlete_groups.html,
11,2026-08-03,Tue,White,,WU; Dynamics; stride progression,10min WU; Fartlek 7x(2:00 on/3:00 off); 10min CD,Mobility/Strength B,5.5,athlete_groups.html,
11,2026-08-03,Tue,Blue,,WU; Dynamics; stride progression,10min WU; Fartlek 7x(2:00 on/3:00 off); 10min CD,Mobility/Strength B,5.0,athlete_groups.html,
11,2026-08-03,Wed,Gold,,Awesomizer; Lunge Matrix,6mi easy,Strides; Mobility A; 24s,6.0,,
11,2026-08-03,Wed,Green,,Awesomizer; Lunge Matrix,5mi easy,Strides; Mobility A; 24s,5.0,,
11,2026-08-03,Wed,White,,Awesomizer; Lunge Matrix,4mi easy,Strides; Mobility A; 24s,4.0,,
11,2026-08-03,Wed,Blue,,Awesomizer; Lunge Matrix,2mi easy,Strides; Mobility A; 24s,2.0,,
11,2026-08-03,Thu,Gold,,WU; Dynamics; stride progression,3mi@T + 6x200m@R,Strides; Mobility/Strength A,6.0,athlete_groups.html,
11,2026-08-03,Thu,Green,,WU; Dynamics; stride progression,2mi@T + 4x200m@R,Strides; Mobility/Strength A,5.0,athlete_groups.html,
11,2026-08-03,Thu,White,,WU; Dynamics; stride progression,1mi@T + 2x200m@R,Strides; Mobility/Strength A,3.5,athlete_groups.html,
11,2026-08-03,Thu,Blue,,WU; Dynamics; stride progression,1mi@T + 2x200m@R,Strides; Mobility/Strength A,3.5,athlete_groups.html,
11,2026-08-03,Fri,Gold,,Awesomizer; Foot Drills; Lunge Matrix,6mi easy,6xWickets; Post Race; 24s,6.0,,
11,2026-08-03,Fri,Green,,Awesomizer; Foot Drills; Lunge Matrix,5mi easy,6xWickets; Post Race; 24s,5.0,,
11,2026-08-03,Fri,White,,Awesomizer; Foot Drills; Lunge Matrix,4mi easy,6xWickets; Post Race; 24s,4.0,,
11,2026-08-03,Fri,Blue,,Awesomizer; Foot Drills; Lunge Matrix,2mi easy,6xWickets; Post Race; 24s,2.0,,
11,2026-08-03,Sat,Gold,,Race Day WU,Race,Post Race,5.5,,
11,2026-08-03,Sat,Green,,Race Day WU,Race,Post Race,5.5,,
11,2026-08-03,Sat,White,,Race Day WU,Race,Post Race,5.0,,
11,2026-08-03,Sat,Blue,,Race Day WU,Race,Post Race,5.0,,
11,2026-08-03,Sun,Gold,,WU; Dynamics; stride progression,6mi easy,Strides; Mobility/Strength A,6.0,,
11,2026-08-03,Sun,Green,,WU; Dynamics; stride progression,5mi easy,Strides; Mobility/Strength A,5.0,,
11,2026-08-03,Sun,White,,WU; Dynamics; stride progression,4mi easy,Strides; Mobility/Strength A,4.0,,
11,2026-08-03,Sun,Blue,,WU; Dynamics; stride progression,2mi easy,Strides; Mobility/Strength A,2.0,,
