Week,Week_Start,Day,Group,Status,Pre,Main_Workout,Post,Miles,Groups,Notes
9,2026-07-20,Mon,Gold,,Foot Drills; Dynamics; Buildups,9mi easy,Strides; Mobility/Strength A,9.0,athlete_groups.html,"Saturday's 2-mile TT at Tom Sawyer provides first race test. Focus on pacing, ta"
9,2026-07-20,Mon,Green,,Foot Drills; Dynamics; Buildups,7mi easy,Strides; Mobility/Strength A,7.0,athlete_groups.html,
9,2026-07-20,Mon,White,,Foot Drills; Dynamics; Buildups,5mi easy,Strides; Mobility/Strength A,5.0,athlete_groups.html,
9,2026-07-20,Mon,Blue,,Foot Drills; Dynamics; Buildups,2.5mi easy,Strides; Mobility/Strength A,2.5,athlete_groups.html,
9,2026-07-20,Tue,Gold,,WU; Dynamics; stride progression,9mi easy,Strides; Mobility/Strength A,9.0,,
9,2026-07-20,Tue,Green,,WU; Dynamics; stride progression,7mi easy,Strides; Mobility/Strength A,7.0,,
9,2026-07-20,Tue,White,,WU; Dynamics; stride progression,5mi easy,Strides; Mobility/Strength A,5.0,,
9,2026-07-20,Tue,Blue,,WU; Dynamics; stride progression,2.5mi easy,Strides; Mobility/Strength A,2.5,,
9,2026-07-20,Wed,Gold,,Awesomizer; Lunge Matrix,9mi easy,Strides; Mobility A; 24s,9.0,,
9,2026-07-20,Wed,Green,,Awesomizer; Lunge Matrix,7mi easy,Strides; Mobility A; 24s,7.0,,
9,2026-07-20,Wed,White,,Awesomizer; Lunge Matrix,5mi easy,Strides; Mobility A; 24s,5.0,,
9,2026-07-20,Wed,Blue,,Awesomizer; Lunge Matrix,2.5mi easy,Strides; Mobility A; 24s,2.5,,
9,2026-07-20,Thu,Gold,,Awesomizer; Lunge Matrix,Long Run 13mi,Strides; Mobility A; 24s,13.0,,
9,2026-07-20,Thu,Green,,Awesomizer; Lunge Matrix,Long Run 11mi,Strides; Mobility A; 24s,11.0,,
9,2026-07-20,Thu,White,,Awesomizer; Lunge Matrix,Long Run 8.5mi,Strides; Mobility A; 24s,8.5,,
9,2026-07-20,Thu,Blue,,Awesomizer; Lunge Matrix,Long Run 5mi,Strides; Mobility A; 24s,5.0,,
9,2026-07-20,Fri,Gold,,Awesomizer; Foot Drills; Lunge Matrix,9mi easy,6xWickets; Post Race; 24s,9.0,,
9,2026-07-20,Fri,Green,,Awesomizer; Foot Drills; Lunge Matrix,7mi easy,6xWickets; Post Race; 24s,7.0,,
9,2026-07-20,Fri,White,,Awesomizer; Foot Drills; Lunge Matrix,5mi easy,6xWickets; Post Race; 24s,5.0,,
9,2026-07-20,Fri,Blue,,Awesomizer; Foot Drills; Lunge Matrix,2.5mi easy,6xWickets; Post Race; 24s,2.5,,
9,2026-07-20,Sat,Gold,,Race Day WU,2 mile Time Trial,Mobility/Strength A,4.5,,
9,2026-07-20,Sat,Green,,Race Day WU,2 mile Time Trial,Mobility/Strength A,4.5,,
9,2026-07-20,Sat,White,,Race Day WU,2 mile Time Trial,Mobility/Strength A,4.5,,
9,2026-07-20,Sat,Blue,,Race Day WU,2 mile Time Trial,Mobility/Strength A,4.5,,
9,2026-07-20,Sun,Gold,,Foot Drills; Mobility A/B,REST,Strength,0.0,,
9,2026-07-20,Sun,Green,,Foot Drills; Mobility A/B,REST,Strength,0.0,,
9,2026-07-20,Sun,White,,Foot Drills; Mobility A/B,REST,Strength,0.0,,
9,2026-07-20,Sun,Blue,,Foot Drills; Mobility A/B,REST,Strength,0.0,,
