Week,Week_Start,Day,Group,Status,Pre,Main_Workout,Post,Miles,Groups,Notes
17,2026-09-14,Mon,Gold,,Foot Drills; Dynamics; Buildups,9mi easy,Strides; Mobility/Strength A,9.0,athlete_groups.html,Use this race to solidify team chemistry and establish racing hierarchies for th
17,2026-09-14,Mon,Green,,Foot Drills; Dynamics; Buildups,7.5mi easy,Strides; Mobility/Strength A,7.5,athlete_groups.html,
17,2026-09-14,Mon,White,,Foot Drills; Dynamics; Buildups,5.5mi easy,Strides; Mobility/Strength A,5.5,athlete_groups.html,
17,2026-09-14,Mon,Blue,,Foot Drills; Dynamics; Buildups,2.5mi easy,Strides; Mobility/Strength A,2.5,athlete_groups.html,
17,2026-09-14,Tue,Gold,,WU; Dynamics; stride progression,6x1000m@I (90s),Strides; Mobility/Strength A,6.0,athlete_groups.html,
17,2026-09-14,Tue,Green,,WU; Dynamics; stride progression,5x1000m@I (90s),Strides; Mobility/Strength A,5.5,athlete_groups.html,
17,2026-09-14,Tue,White,,WU; Dynamics; stride progression,4x1000m@I (90s),Strides; Mobility/Strength A,5.0,athlete_groups.html,
17,2026-09-14,Tue,Blue,,WU; Dynamics; stride progression,3x1000m@I (90s),Strides; Mobility/Strength A,4.5,athlete_groups.html,
17,2026-09-14,Wed,Gold,,Awesomizer; Lunge Matrix,9mi easy,Strides; Mobility A; 24s,9.0,,
17,2026-09-14,Wed,Green,,Awesomizer; Lunge Matrix,7.5mi easy,Strides; Mobility A; 24s,7.5,,
17,2026-09-14,Wed,White,,Awesomizer; Lunge Matrix,5.5mi easy,Strides; Mobility A; 24s,5.5,,
17,2026-09-14,Wed,Blue,,Awesomizer; Lunge Matrix,2.5mi easy,Strides; Mobility A; 24s,2.5,,
17,2026-09-14,Thu,Gold,,WU; Dynamics; stride progression,6x1000m@T (1:00) + 6x200m@R,Strides; Mobility/Strength A,7.0,athlete_groups.html,
17,2026-09-14,Thu,Green,,WU; Dynamics; stride progression,5x1000m@T (1:00) + 6x200m@R,Strides; Mobility/Strength A,6.5,athlete_groups.html,
17,2026-09-14,Thu,White,,WU; Dynamics; stride progression,4x1000m@T (1:00) + 4x200m@R,Strides; Mobility/Strength A,5.5,athlete_groups.html,
17,2026-09-14,Thu,Blue,,WU; Dynamics; stride progression,3x1000m@T (1:00) + 4x200m@R,Strides; Mobility/Strength A,5.0,athlete_groups.html,
17,2026-09-14,Fri,Gold,,Awesomizer; Foot Drills; Lunge Matrix,9mi easy,6xWickets; Post Race; 24s,9.0,,
17,2026-09-14,Fri,Green,,Awesomizer; Foot Drills; Lunge Matrix,7.5mi easy,6xWickets; Post Race; 24s,7.5,,
17,2026-09-14,Fri,White,,Awesomizer; Foot Drills; Lunge Matrix,5.5mi easy,6xWickets; Post Race; 24s,5.5,,
17,2026-09-14,Fri,Blue,,Awesomizer; Foot Drills; Lunge Matrix,2.5mi easy,6xWickets; Post Race; 24s,2.5,,
17,2026-09-14,Sat,Gold,JV,Race Day WU,Race,Post Race,5.5,,
17,2026-09-14,Sat,Gold,Varsity,Race Day WU,Race,Post Race,5.5,,
17,2026-09-14,Sat,Green,JV,Race Day WU,Race,Post Race,5.5,,
17,2026-09-14,Sat,Green,Varsity,Race Day WU,Race,Post Race,5.5,,
17,2026-09-14,Sat,White,JV,Race Day WU,Race,Post Race,5.0,,
17,2026-09-14,Sat,White,Varsity,Race Day WU,Race,Post Race,5.0,,
17,2026-09-14,Sat,Blue,JV,Race Day WU,Race,Post Race,5.0,,
17,2026-09-14,Sat,Blue,Varsity,Race Day WU,Race,Post Race,5.0,,
17,2026-09-14,Sun,Gold,,WU; Dynamics; stride progression,20-30min shakeout run recovery and mobility,Strides; Mobility/Strength A,3.0,athlete_groups.html,
17,2026-09-14,Sun,Green,,WU; Dynamics; stride progression,20-30min shakeout run recovery and mobility,Strides; Mobility/Strength A,3.0,athlete_groups.html,
17,2026-09-14,Sun,White,,WU; Dynamics; stride progression,20-30min shakeout run recovery and mobility,Strides; Mobility/Strength A,3.0,athlete_groups.html,
17,2026-09-14,Sun,Blue,,WU; Dynamics; stride progression,20-30min shakeout run recovery and mobility,Strides; Mobility/Strength A,3.0,athlete_groups.html,
