Week,Week_Start,Day,Group,Status,Pre,Main_Workout,Post,Miles,Groups,Notes
18,2026-09-21,Mon,Gold,,Foot Drills; Dynamics; Buildups,9mi easy,Strides; Mobility/Strength A,9.0,,✈️ PALATINE INVITATIONAL! Traveling to Chicago for one of the Midwest's premier
18,2026-09-21,Mon,Green,,Foot Drills; Dynamics; Buildups,7.5mi easy,Strides; Mobility/Strength A,7.5,,
18,2026-09-21,Mon,White,,Foot Drills; Dynamics; Buildups,6mi easy,Strides; Mobility/Strength A,6.0,,
18,2026-09-21,Mon,Blue,,Foot Drills; Dynamics; Buildups,4mi easy,Strides; Mobility/Strength A,4.0,,
18,2026-09-21,Tue,Gold,JV,WU; Dynamics; stride progression,9mi easy,Strides; Mobility/Strength A,9.0,athlete_groups.html,
18,2026-09-21,Tue,Gold,Varsity,WU; Dynamics; stride progression,12x300m@R (200j),Strides; Mobility/Strength A,6.0,athlete_groups.html,
18,2026-09-21,Tue,Green,JV,WU; Dynamics; stride progression,7.5mi easy,Strides; Mobility/Strength A,7.5,athlete_groups.html,
18,2026-09-21,Tue,Green,Varsity,WU; Dynamics; stride progression,10x300m@R (200j),Strides; Mobility/Strength A,5.5,athlete_groups.html,
18,2026-09-21,Tue,White,JV,WU; Dynamics; stride progression,6mi easy,Strides; Mobility/Strength A,6.0,athlete_groups.html,
18,2026-09-21,Tue,White,Varsity,WU; Dynamics; stride progression,8x300m@R (200j),Strides; Mobility/Strength A,5.0,athlete_groups.html,
18,2026-09-21,Tue,Blue,JV,WU; Dynamics; stride progression,5mi easy,Strides; Mobility/Strength A,5.0,athlete_groups.html,
18,2026-09-21,Tue,Blue,Varsity,WU; Dynamics; stride progression,6x300m@R (200j),Strides; Mobility/Strength A,4.5,athlete_groups.html,
18,2026-09-21,Thu,Gold,JV,WU; Dynamics; stride progression,9mi easy,Strides; Mobility/Strength A,9.0,athlete_groups.html,
18,2026-09-21,Thu,Gold,Varsity,WU; Dynamics; stride progression,4mi@T + 6x200m@R,Strides; Mobility/Strength A,7.0,athlete_groups.html,
18,2026-09-21,Thu,Green,JV,WU; Dynamics; stride progression,7.5mi easy,Strides; Mobility/Strength A,7.5,athlete_groups.html,
18,2026-09-21,Thu,Green,Varsity,WU; Dynamics; stride progression,3mi@T + 6x200m@R,Strides; Mobility/Strength A,6.0,athlete_groups.html,
18,2026-09-21,Thu,White,JV,WU; Dynamics; stride progression,6mi easy,Strides; Mobility/Strength A,6.0,athlete_groups.html,
18,2026-09-21,Thu,White,Varsity,WU; Dynamics; stride progression,2mi@T + 4x200m@R,Strides; Mobility/Strength A,5.0,athlete_groups.html,
18,2026-09-21,Thu,Blue,JV,WU; Dynamics; stride progression,5mi easy,Strides; Mobility/Strength A,5.0,athlete_groups.html,
18,2026-09-21,Thu,Blue,Varsity,WU; Dynamics; stride progression,1mi@T + 4x200m@R,Strides; Mobility/Strength A,4.0,athlete_groups.html,
18,2026-09-21,Fri,Gold,,Awesomizer; Foot Drills; Lunge Matrix,9mi easy,6xWickets; Post Race; 24s,9.0,,
18,2026-09-21,Fri,Green,,Awesomizer; Foot Drills; Lunge Matrix,7.5mi easy,6xWickets; Post Race; 24s,7.5,,
18,2026-09-21,Fri,White,,Awesomizer; Foot Drills; Lunge Matrix,6mi easy,6xWickets; Post Race; 24s,6.0,,
18,2026-09-21,Fri,Blue,,Awesomizer; Foot Drills; Lunge Matrix,4mi easy,6xWickets; Post Race; 24s,4.0,,
18,2026-09-21,Sat,Gold,,Race Day WU,Race,Post Race,5.5,,
18,2026-09-21,Sat,Green,,Race Day WU,Race,Post Race,5.5,,
18,2026-09-21,Sat,White,,Race Day WU,Race,Post Race,5.0,,
18,2026-09-21,Sat,Blue,,Race Day WU,Race,Post Race,5.0,,
18,2026-09-21,Sun,Gold,,WU; Dynamics; stride progression,20-30min shakeout run recovery and mobility,Strides; Mobility/Strength A,3.0,athlete_groups.html,
18,2026-09-21,Sun,Green,,WU; Dynamics; stride progression,20-30min shakeout run recovery and mobility,Strides; Mobility/Strength A,3.0,athlete_groups.html,
18,2026-09-21,Sun,White,,WU; Dynamics; stride progression,20-30min shakeout run recovery and mobility,Strides; Mobility/Strength A,3.0,athlete_groups.html,
18,2026-09-21,Sun,Blue,,WU; Dynamics; stride progression,20-30min shakeout run recovery and mobility,Strides; Mobility/Strength A,3.0,athlete_groups.html,
