Week,Week_Start,Day,Group,Status,Pre,Main_Workout,Post,Miles,Groups,Notes
16,2026-09-07,Mon,Gold,,Foot Drills; Dynamics; Buildups,6mi easy,Strides; Mobility/Strength A,6.0,,"Southern Showcase represents the biggest invitational competition to date, featu"
16,2026-09-07,Mon,Green,,Foot Drills; Dynamics; Buildups,5.5mi easy,Strides; Mobility/Strength A,5.5,,
16,2026-09-07,Mon,White,,Foot Drills; Dynamics; Buildups,5mi easy,Strides; Mobility/Strength A,5.0,,
16,2026-09-07,Mon,Blue,,Foot Drills; Dynamics; Buildups,3mi easy,Strides; Mobility/Strength A,3.0,,
16,2026-09-07,Tue,Gold,,WU; Dynamics; stride progression,16x200m@R (200j),Strides; Mobility/Strength A,6.5,athlete_groups.html,
16,2026-09-07,Tue,Green,,WU; Dynamics; stride progression,14x200m@R (200j),Strides; Mobility/Strength A,6.0,athlete_groups.html,
16,2026-09-07,Tue,White,,WU; Dynamics; stride progression,12x200m@R (200j),Strides; Mobility/Strength A,5.5,athlete_groups.html,
16,2026-09-07,Tue,Blue,,WU; Dynamics; stride progression,10x200m@R (200j),Strides; Mobility/Strength A,5.0,athlete_groups.html,
16,2026-09-07,Wed,Gold,,Awesomizer; Lunge Matrix,6mi easy,Strides; Mobility A; 24s,6.0,,
16,2026-09-07,Wed,Green,,Awesomizer; Lunge Matrix,5.5mi easy,Strides; Mobility A; 24s,5.5,,
16,2026-09-07,Wed,White,,Awesomizer; Lunge Matrix,5mi easy,Strides; Mobility A; 24s,5.0,,
16,2026-09-07,Wed,Blue,,Awesomizer; Lunge Matrix,3mi easy,Strides; Mobility A; 24s,3.0,,
16,2026-09-07,Thu,Gold,,WU; Dynamics; stride progression,4x1mi@T (1:00) + 6x200m@R,Strides; Mobility/Strength A,7.0,athlete_groups.html,
16,2026-09-07,Thu,Green,,WU; Dynamics; stride progression,3x1mi@T (1:00) + 6x200m@R,Strides; Mobility/Strength A,6.0,athlete_groups.html,
16,2026-09-07,Thu,White,,WU; Dynamics; stride progression,2x1mi@T (1:00) + 4x200m@R,Strides; Mobility/Strength A,5.0,athlete_groups.html,
16,2026-09-07,Thu,Blue,,WU; Dynamics; stride progression,2x1mi@T (1:00) + 4x200m@R,Strides; Mobility/Strength A,5.0,athlete_groups.html,
16,2026-09-07,Fri,Gold,,Awesomizer; Foot Drills; Lunge Matrix,6mi easy,6xWickets; Post Race; 24s,6.0,,
16,2026-09-07,Fri,Green,,Awesomizer; Foot Drills; Lunge Matrix,5.5mi easy,6xWickets; Post Race; 24s,5.5,,
16,2026-09-07,Fri,White,,Awesomizer; Foot Drills; Lunge Matrix,5mi easy,6xWickets; Post Race; 24s,5.0,,
16,2026-09-07,Fri,Blue,,Awesomizer; Foot Drills; Lunge Matrix,3mi easy,6xWickets; Post Race; 24s,3.0,,
16,2026-09-07,Sat,Gold,,Awesomizer; Lunge Matrix,Long Run 10mi,Strides; Mobility A; 24s,10.0,,
16,2026-09-07,Sat,Green,,Awesomizer; Lunge Matrix,Long Run 9.5mi,Strides; Mobility A; 24s,9.5,,
16,2026-09-07,Sat,White,,Awesomizer; Lunge Matrix,Long Run 8mi,Strides; Mobility A; 24s,8.0,,
16,2026-09-07,Sat,Blue,,Awesomizer; Lunge Matrix,Long Run 6mi,Strides; Mobility A; 24s,6.0,,
16,2026-09-07,Sun,Gold,,Foot Drills; Mobility A/B,REST,Strength,0.0,athlete_groups.html,
16,2026-09-07,Sun,Green,,Foot Drills; Mobility A/B,REST,Strength,0.0,athlete_groups.html,
16,2026-09-07,Sun,White,,Foot Drills; Mobility A/B,REST,Strength,0.0,athlete_groups.html,
16,2026-09-07,Sun,Blue,,Foot Drills; Mobility A/B,REST,Strength,0.0,athlete_groups.html,
