Week,Week_Start,Day,Group,Status,Pre,Main_Workout,Post,Miles,Groups,Notes
20,2026-10-05,Mon,Gold,,Foot Drills; Dynamics; Buildups,7mi easy,Strides; Mobility/Strength A,7.0,,Saturday race provides important competitive stimulus before championship season
20,2026-10-05,Mon,Green,,Foot Drills; Dynamics; Buildups,5.5mi easy,Strides; Mobility/Strength A,5.5,,
20,2026-10-05,Mon,White,,Foot Drills; Dynamics; Buildups,3.5mi easy,Strides; Mobility/Strength A,3.5,,
20,2026-10-05,Mon,Blue,,Foot Drills; Dynamics; Buildups,3mi easy,Strides; Mobility/Strength A,3.0,,
20,2026-10-05,Tue,Gold,,WU; Dynamics; stride progression,5x1200m@ I (2:30),Strides; Mobility/Strength A,6.0,athlete_groups.html,
20,2026-10-05,Tue,Green,,WU; Dynamics; stride progression,4x1200m@ I (2:30),Strides; Mobility/Strength A,5.5,athlete_groups.html,
20,2026-10-05,Tue,White,,WU; Dynamics; stride progression,3x1200m@ I (2:30),Strides; Mobility/Strength A,4.5,athlete_groups.html,
20,2026-10-05,Tue,Blue,,WU; Dynamics; stride progression,2x1200m@ I (2:30),Strides; Mobility/Strength A,4.0,athlete_groups.html,
20,2026-10-05,Wed,Gold,,Awesomizer; Lunge Matrix,7mi easy,Strides; Mobility A; 24s,7.0,,
20,2026-10-05,Wed,Green,,Awesomizer; Lunge Matrix,5.5mi easy,Strides; Mobility A; 24s,5.5,,
20,2026-10-05,Wed,White,,Awesomizer; Lunge Matrix,3.5mi easy,Strides; Mobility A; 24s,3.5,,
20,2026-10-05,Wed,Blue,,Awesomizer; Lunge Matrix,3mi easy,Strides; Mobility A; 24s,3.0,,
20,2026-10-05,Thu,Gold,,WU; Dynamics; stride progression,12x400m@ R (2:00),Strides; Mobility/Strength A,5.5,athlete_groups.html,
20,2026-10-05,Thu,Green,,WU; Dynamics; stride progression,10x400m@ R (2:00),Strides; Mobility/Strength A,5.0,athlete_groups.html,
20,2026-10-05,Thu,White,,WU; Dynamics; stride progression,8x400m@ R (2:00),Strides; Mobility/Strength A,4.5,athlete_groups.html,
20,2026-10-05,Thu,Blue,,WU; Dynamics; stride progression,6x400m@ R (2:00),Strides; Mobility/Strength A,4.0,athlete_groups.html,
20,2026-10-05,Fri,Gold,,Awesomizer; Foot Drills; Lunge Matrix,7mi easy,6xWickets; Post Race; 24s,7.0,,
20,2026-10-05,Fri,Green,,Awesomizer; Foot Drills; Lunge Matrix,5.5mi easy,6xWickets; Post Race; 24s,5.5,,
20,2026-10-05,Fri,White,,Awesomizer; Foot Drills; Lunge Matrix,3.5mi easy,6xWickets; Post Race; 24s,3.5,,
20,2026-10-05,Fri,Blue,,Awesomizer; Foot Drills; Lunge Matrix,3mi easy,6xWickets; Post Race; 24s,3.0,,
20,2026-10-05,Sat,Gold,JV,Race Day WU,Race,Post Race,5.5,,
20,2026-10-05,Sat,Gold,Varsity,Race Day WU,Race,Post Race,5.5,,
20,2026-10-05,Sat,Green,JV,Race Day WU,Race,Post Race,5.5,,
20,2026-10-05,Sat,Green,Varsity,Race Day WU,Race,Post Race,5.5,,
20,2026-10-05,Sat,White,JV,Race Day WU,Race,Post Race,5.0,,
20,2026-10-05,Sat,White,Varsity,Race Day WU,Race,Post Race,5.0,,
20,2026-10-05,Sat,Blue,JV,Race Day WU,Race,Post Race,5.0,,
20,2026-10-05,Sat,Blue,Varsity,Race Day WU,Race,Post Race,5.0,,
20,2026-10-05,Sun,Gold,,WU; Dynamics; stride progression,7mi easy,Strides; Mobility/Strength A,7.0,athlete_groups.html,
20,2026-10-05,Sun,Green,,WU; Dynamics; stride progression,5.5mi easy,Strides; Mobility/Strength A,5.5,athlete_groups.html,
20,2026-10-05,Sun,White,,WU; Dynamics; stride progression,3.5mi easy,Strides; Mobility/Strength A,3.5,athlete_groups.html,
20,2026-10-05,Sun,Blue,,WU; Dynamics; stride progression,3mi easy,Strides; Mobility/Strength A,3.0,athlete_groups.html,
