Week,Week_Start,Day,Group,Status,Pre,Main_Workout,Post,Miles,Groups,Notes
12,2026-08-10,Mon,Gold,,Foot Drills; Dynamics; Buildups,7mi easy,Strides; Mobility/Strength A,7.0,,
12,2026-08-10,Mon,Green,,Foot Drills; Dynamics; Buildups,5mi easy,Strides; Mobility/Strength A,5.0,,
12,2026-08-10,Mon,White,,Foot Drills; Dynamics; Buildups,3.5mi easy,Strides; Mobility/Strength A,3.5,,
12,2026-08-10,Mon,Blue,,Foot Drills; Dynamics; Buildups,2mi easy,Strides; Mobility/Strength A,2.0,,
12,2026-08-10,Tue,Gold,,WU; Dynamics; stride progression,3mi@T - 2min@E - 1mi@T + 6x200m@R,Strides; Mobility/Strength A,7.5,athlete_groups.html,
12,2026-08-10,Tue,Green,,WU; Dynamics; stride progression,2mi@T - 1min@E - 1mi@T + 4x200m@R,Strides; Mobility/Strength A,6.0,athlete_groups.html,
12,2026-08-10,Tue,White,,WU; Dynamics; stride progression,1mi@T - 1min@E - 1mi@T + 2x200m@R,Strides; Mobility/Strength A,5.0,athlete_groups.html,
12,2026-08-10,Tue,Blue,,WU; Dynamics; stride progression,1mi@T - 1min@E - 1mi@T + 2x200m@R,Strides; Mobility/Strength A,5.0,athlete_groups.html,
12,2026-08-10,Wed,Gold,,Awesomizer; Lunge Matrix,7mi easy,Strides; Mobility A; 24s,7.0,,
12,2026-08-10,Wed,Green,,Awesomizer; Lunge Matrix,5mi easy,Strides; Mobility A; 24s,5.0,,
12,2026-08-10,Wed,White,,Awesomizer; Lunge Matrix,3.5mi easy,Strides; Mobility A; 24s,3.5,,
12,2026-08-10,Wed,Blue,,Awesomizer; Lunge Matrix,2mi easy,Strides; Mobility A; 24s,2.0,,
12,2026-08-10,Thu,Gold,,WU; Dynamics; stride progression,10min WU; Hills - 35min; 10min CD,Mobility/Strength B,7.5,athlete_groups.html,
12,2026-08-10,Thu,Green,,WU; Dynamics; stride progression,10min WU; Hills - 30min; 10min CD,Mobility/Strength B,7.0,athlete_groups.html,
12,2026-08-10,Thu,White,,WU; Dynamics; stride progression,10min WU; Hills - 25min; 10min CD,Mobility/Strength B,6.0,athlete_groups.html,
12,2026-08-10,Thu,Blue,,WU; Dynamics; stride progression,10min WU; Hills - 20min; 10min CD,Mobility/Strength B,5.0,athlete_groups.html,
12,2026-08-10,Fri,Gold,,Awesomizer; Foot Drills; Lunge Matrix,7mi easy,6xWickets; Post Race; 24s,7.0,,
12,2026-08-10,Fri,Green,,Awesomizer; Foot Drills; Lunge Matrix,5mi easy,6xWickets; Post Race; 24s,5.0,,
12,2026-08-10,Fri,White,,Awesomizer; Foot Drills; Lunge Matrix,3.5mi easy,6xWickets; Post Race; 24s,3.5,,
12,2026-08-10,Fri,Blue,,Awesomizer; Foot Drills; Lunge Matrix,2mi easy,6xWickets; Post Race; 24s,2.0,,
12,2026-08-10,Sat,Gold,,Awesomizer; Lunge Matrix,Long Run 13mi,Strides; Mobility A; 24s,13.0,,
12,2026-08-10,Sat,Green,,Awesomizer; Lunge Matrix,Long Run 11mi,Strides; Mobility A; 24s,11.0,,
12,2026-08-10,Sat,White,,Awesomizer; Lunge Matrix,Long Run 8.5mi,Strides; Mobility A; 24s,8.5,,
12,2026-08-10,Sat,Blue,,Awesomizer; Lunge Matrix,Long Run 6mi,Strides; Mobility A; 24s,6.0,,
12,2026-08-10,Sun,Gold,,WU; Dynamics; stride progression,7mi easy,Strides; Mobility/Strength A,7.0,,
12,2026-08-10,Sun,Green,,WU; Dynamics; stride progression,5mi easy,Strides; Mobility/Strength A,5.0,,
12,2026-08-10,Sun,White,,WU; Dynamics; stride progression,3.5mi easy,Strides; Mobility/Strength A,3.5,,
12,2026-08-10,Sun,Blue,,WU; Dynamics; stride progression,2mi easy,Strides; Mobility/Strength A,2.0,,
